bank,type,region,year,roa,roe,revenue,netProfit,coreRevenueGrowth,revenueGrowth,netProfitGrowth,ppopGrowth,costIncomeRatio,feeAssetRatio,trueCoreNonInterest,volatileIncomeShare,cashProfitRatio,nim,nimGapBp,nimGapPoint,earningAssetYield,interestLiabilityCost,realLoanDepositSpread,timeDepositShare,corporateDemandDepositShare,personalDemandDepositShare,corporateTimeDeposit,personalTimeDeposit,npl,provisionCoverage,overdueRatio,specialMentionRatio,overdueNplDeviation,hiddenNplExposure,personalLoanNpl,corporateLoanNpl,housingLoanNpl,consumerLoanNpl,businessLoanNpl,creditCardLoanNpl,housingLoanShare,consumerLoanShare,businessLoanShare,retailRiskMax,retailRiskSpread,pb,pbMid,peTtm,divYield,divYieldTtm,totalMarketValue,turnoverRate,cet1,cet1Buffer,carBuffer,rwaDensity,estimatedRwa,estimatedRwaGrowth,rwaProfitGrowthGap,rwaAssetGrowthGap,pbChange,bondInvestment,fundInvestment,trustWmInvestment,tradAsset,fvociAssets,acAssets,htmInvest,afaAssets,debtInvestment,otherDebtInvestment,investmentAssetRatio,fairValueChgGain,fxGain,investIncome,otherNonInterestIncome,otherAssetImpairLoss,operatingCashFlow,cashflowInvAct,cashflowFncAct,depositGrowthCF,loanIssuanceCF,centralBankAdj,liquidityCoverageRatio,liquidityRatio,loanDepositRatio
甘肃,城市商业银行,中西,2020,0.166,,649319.8,56235.3,,,,,34.3,0.096049,5.0643,,2236.226,1.97,,,4.72,3.0,,56.089166,24.084596,12.519938,2226058.2,11778155.7,2.28,131.23,5.9084,3.7898,2.5914,6.08,4.22,2.16,1.26,1.69,18.96,,50.5569,33.5519,15.8913,18.96,17.7,0.6165,0.5768,,,,,,12.85,535.0,289.0,70.9006,24273786.0,,,,,5251400.1,748644.8,4479802.7,,,,,,,,30.610269,,,,,,1257548.4,,,,,,268.73,,
甘肃,城市商业银行,中西,2021,0.1636,1.81,627762.8,57329.6,-13.23,-3.32,1.95,,34.52,0.097852,5.5881,,-1446.044801,1.65,-24.0,,4.31,2.83,,58.268779,22.323424,13.744357,2010156.5,12905947.1,2.04,132.04,4.408,3.7269,2.1608,5.74,3.51,1.87,1.3,1.81,18.96,,50.8736,37.7131,11.4133,18.96,17.66,0.5762,0.4767,,,,,,11.95,445.0,194.0,74.2112,26605064.0,9.604097,7.654097,4.889576,-0.0403,5583725.3,1513675.7,3703096.7,,,,,,,,30.126525,,,,,,-829011.7,,,,,,215.95,,
甘肃,城市商业银行,中西,2022,0.1641,1.87,652679.6,60357.6,3.66,3.97,5.28,,34.26,0.106038,6.1282,,589.639084,1.45,-27.0,,3.85,2.64,,60.438899,20.579664,15.00784,2047998.4,14361567.5,2.0,134.73,2.7653,3.9559,1.3826,6.0,3.76,1.69,1.53,2.58,17.81,,52.3585,36.2617,11.3798,17.81,16.28,0.4334,0.4086,,,,,,11.76,426.0,179.0,72.8861,27492819.0,3.33679,-1.94321,-1.878725,-0.1428,8613462.0,1859644.8,3284533.9,,,,,,,,36.472828,,,,,,355892.0,,,,,,148.83,,
甘肃,城市商业银行,中西,2023,0.1689,1.97,666514.2,64661.6,6.34,2.12,7.13,,34.29,0.097766,5.6999,,1640.099998,1.48,5.0,,3.74,2.48,,63.679494,18.134187,14.850909,2391630.0,15890770.0,2.0,133.39,2.7437,4.087,1.3719,6.1,3.82,1.64,1.96,2.45,17.53,,53.9208,35.2157,10.8635,17.53,15.57,0.1441,0.338,,,,,,11.38,388.0,138.0,74.519,28957222.0,5.326493,-1.803507,2.307905,-0.2893,7808160.9,1923944.3,2964617.9,,,,,,,,32.673942,,,,,,1060514.9,,,,,,157.69,,
甘肃,城市商业银行,中西,2024,0.1456,,595395.8,58476.6,-13.38,-10.67,-9.57,,38.2,0.096481,6.7202,,1132.921887,1.18,-24.0,,3.29,2.27,,64.679676,18.484427,13.988933,2357980.0,17984890.0,1.93,134.05,2.8377,4.2509,1.4703,6.23,4.01,1.42,1.99,2.77,19.43,,54.6565,35.3585,9.985,19.43,17.44,0.1044,0.1379,,,,,,11.16,366.0,66.0,68.9743,28604173.0,-1.219209,8.350791,-7.940691,-0.0397,8974657.3,2093860.0,2681399.9,,,,,,,,33.155694,,,,,,662494.2,,,,,,190.88,56.42,
甘肃,城市商业银行,中西,2025,,1.73,5420.7,590.9,,,,,41.6,,,,,1.09,-7.0,,2.88,1.93,,65.453084,17.616269,13.927358,2349801.3,19177977.2,1.93,130.83,2.4322,4.7674,1.2602,6.73,4.16,1.38,1.81,3.25,19.92,,57.0608,32.576,10.3632,19.92,18.11,0.0963,0.1071,,,,,,11.07,357.0,157.0,,30144618.0,5.385386,,,-0.0081,,,,,,,,,,,,,,,44.7,,,,,,,,234.01,234.01,66.56
苏州,城市商业银行,华东,2020,0.7451,8.96,1036393.6964,272537.6164,,,,,29.74,0.243412,9.1143,,702.100171,2.22,,,4.68,2.4,,56.099597,28.42239,10.793448,6347471.7507,7326435.1209,1.38,291.74,1.3055,1.3708,0.946,2.75,0.65,0.0,0.04,1.63,0.76,,41.2234,21.0232,37.7535,1.63,1.59,0.8782,0.9934,10.1684,,2.6042,2560000.0005,2.0595,11.26,376.0,371.0,69.2031,26855496.0,,,,,7718312.4934,1615038.2403,3680539.5393,3775768.52,,,,,,,33.53507,,,167486.35,,,1913487.0718,-2163075.19,-559210.17,,,,146.12,63.78,
苏州,城市商业银行,华东,2021,0.7817,9.96,1082943.2907,328728.9789,3.36,4.49,20.62,1.01,32.02,0.269745,11.2843,,-232.113181,1.91,-30.0,,4.37,2.39,,57.306626,27.218624,10.832902,6961790.6069,8589947.1095,1.11,422.91,0.8357,0.9639,0.7529,2.07,0.46,1.75,0.15,1.0,0.57,,42.2977,17.4076,40.2946,1.0,0.85,0.7152,0.7995,7.697,2.9542,3.5451,2256666.6671,0.5389,10.37,287.0,256.0,70.6444,32003966.0,19.171011,-1.448989,2.431438,-0.163,8954652.9264,2871535.7588,3714679.8865,4653666.56,,,,,,,34.304356,,,163533.65,,,-763023.2896,-2040598.67,3188750.24,,,,183.3,72.63,
苏州,城市商业银行,华东,2022,0.8422,11.52,1176295.5658,411669.8157,10.31,8.62,25.23,6.0,33.33,0.25107,11.196,,14.106969,1.87,-5.0,,4.23,2.3,,58.570761,23.468782,11.567858,7378511.7366,11150258.5799,0.88,530.81,0.6802,0.7461,0.773,1.63,0.68,1.1577,0.24,0.93,0.95,,37.7328,18.896,43.3712,0.95,0.71,0.8231,0.6702,7.6178,2.8043,3.2718,2852714.8827,0.5879,9.63,213.0,242.0,71.1655,37329745.0,16.640997,-8.589003,0.854002,0.1079,9186264.6202,3915800.3214,3819694.8748,6155190.96,,,,,,,32.259655,,,139782.36,,,58074.1327,-1348109.17,1321644.25,,,,180.43,79.96,
苏州,城市商业银行,华东,2023,0.8518,12.0,1186612.0329,479712.8575,0.66,0.88,16.53,-4.07,36.46,0.205801,10.4381,,343.235832,1.68,-20.0,,4.01,2.28,,70.358104,19.987997,9.653899,10555038.2927,15042679.7736,0.84,522.77,0.7234,0.8105,0.8612,1.65,1.02,0.84,0.17,1.44,1.51,,35.5944,19.3129,45.0927,1.51,1.34,0.6218,0.6568,5.1713,3.9403,5.1084,2368712.9069,0.6486,9.38,188.0,353.0,71.2709,42893792.0,14.90513,-1.62487,0.170031,-0.2013,15279508.1024,3456135.1908,1401016.9817,5244400.1,,,,,,,33.458413,,,176666.69,,,1646546.4182,-1516783.04,-366514.28,,,,186.26,87.55,
苏州,城市商业银行,华东,2024,0.814,11.68,1222378.6393,527295.5704,-7.79,3.01,9.92,2.54,36.79,0.152692,8.6655,,208.016106,1.38,-28.0,,3.63,2.18,,73.077461,18.131381,8.791157,11794993.3303,18675730.6736,0.83,483.5,1.0352,0.8789,1.2472,1.71,1.66,0.57,0.41,1.23,3.18,,38.4117,23.5463,38.042,3.18,2.77,0.7292,0.6772,6.0848,3.963,7.1497,3053271.672,1.7679,9.77,227.0,437.0,65.8959,45712890.0,6.572275,-3.347725,-8.692977,0.1074,18935618.381,4667093.2658,655661.2656,7641542.31,,,,,,,34.968835,,,232580.46,,,1096859.7147,-2710258.21,1822673.89,,,,192.11,102.2,
苏州,城市商业银行,华东,2025,0.7522,10.66,1235556.1062,557843.8926,8.49,1.08,5.79,3.81,34.99,0.134992,8.6249,,198.82019,1.33,-12.0,,3.17,1.84,,73.482905,17.542453,8.974642,12586584.1476,21992864.7809,0.82,418.6,1.1461,0.9004,1.3977,1.72,1.82,0.57,0.87,1.78,3.01,,40.4759,26.1455,33.3787,3.01,2.14,0.739,0.8057,6.907,5.8901,4.9457,3706178.8071,0.5995,9.53,203.0,396.0,67.5897,53356750.0,16.721454,10.931454,2.9251,0.0098,,,,9303750.8,,,,,7402144.2,13451403.5,0.0,-55731.0,23928.2,273088.3,369569.5,0.0,1109106.2865,,,,,,217.74,104.93,
西安,城市商业银行,中西,2020,0.9439,11.24,713788.3,275939.8,,,,,25.33,0.194408,8.3449,,1214.700706,2.16,,,4.59,2.58,,58.92033,30.23377,8.496051,4407935.8,7808949.8,1.18,269.39,1.5213,2.7827,1.2892,3.96,0.0,0.0,,,,,35.2715,52.9179,10.6197,,,0.999,0.9558,,,,,,12.37,487.0,400.0,67.4279,20659329.0,,,,,7572640.7,70177.8,2106957.5,,,,,,,,31.821291,,,,,,3351842.7,,,,,,262.48,73.56,
西安,城市商业银行,中西,2021,0.8608,10.59,720304.5,280732.8,-3.67,0.91,1.74,-0.11,26.06,0.162027,7.78,,491.597597,1.91,-25.0,,4.43,2.67,,63.999646,25.732402,8.198552,5308915.7,9348535.0,1.32,224.21,2.0384,2.9164,1.5442,4.24,0.0,0.0,,,,,36.6472,52.4312,9.2249,,,0.7149,0.7882,,,,,,12.09,459.0,362.0,65.8243,22766258.0,10.198439,8.458439,-2.684527,-0.2841,10101824.9,607564.9,1823587.0,,,,,,,,36.236728,,,,,,1380075.7,,,,,,417.85,114.86,
西安,城市商业银行,中西,2022,0.6455,8.57,656755.0,242614.4,-9.74,-8.82,-13.58,-12.47,28.92,0.10031,6.1986,,2146.673198,1.66,-22.0,,4.17,2.63,,63.40824,25.445585,9.182998,5571944.5,12205217.4,1.25,201.63,2.3924,2.4272,1.9139,3.68,0.0,0.0,,,,,39.4885,48.0644,10.4714,,,0.544,0.5766,,,,,,10.48,298.0,234.0,67.1634,27257482.0,19.727546,33.307546,2.387018,-0.1709,13814090.2,1168519.4,1359110.3,,,,,,,,40.266554,,,,,,5208138.3,,,,,,665.9,128.22,
西安,城市商业银行,中西,2023,0.5883,8.22,720476.9,246494.4,-5.58,9.7,1.6,12.01,27.45,0.064076,3.8438,,500.057567,1.37,-23.0,,3.96,2.65,,70.483161,20.733496,6.623072,6436911.3,14270082.6,1.35,197.07,2.2856,4.3731,1.693,5.72,0.0,0.0,,,,,39.3693,50.0055,8.8859,,,0.4867,0.5222,,,,,,10.73,323.0,264.0,64.0726,27692253.0,1.595052,-0.004948,-4.900835,-0.0573,13486837.1,1552782.8,782651.5,,,,,,,,36.608564,,,,,,1232613.9,,,,,,880.15,142.96,
西安,城市商业银行,中西,2024,0.5612,7.97,819024.1,256050.9,5.18,13.68,3.88,18.55,24.44,0.072877,4.2743,,-448.332421,1.36,-2.0,,3.88,2.59,,70.851644,20.107092,6.578719,6832670.1,15983723.3,1.72,184.06,2.3551,2.4341,1.3692,4.15,0.0,0.0,,,,,35.1741,54.9549,8.4611,,,0.4916,0.4601,,,,,,10.07,257.0,191.0,66.0163,31712276.0,14.516778,10.636778,3.371797,0.0049,14998209.8,2316686.3,802731.8,,,,,,,,37.715976,,,,,,-1147959.2,,,,,,1110.87,165.05,
西安,城市商业银行,中西,2025,0.5198,7.74,996562.5,264718.4,56.14,21.68,3.39,27.83,20.67,0.065258,3.5241,,-524.445562,1.85,49.0,,3.86,2.08,,69.044337,21.992009,6.541828,6328680.2,17355890.2,1.65,214.62,2.1541,1.6302,1.3055,3.28,0.0,0.0,,,,,35.4527,53.2128,10.099,,,0.4766,0.517,,,,,,9.15,165.0,293.0,65.5758,35290692.0,11.284009,7.894009,-0.747615,-0.015,,,,3819507.6,,,,,10852577.0,3483383.8,0.0,-47643.5,687.5,126056.8,114545.3,,-1388303.9,,,,,,579.46,121.14,86.4
贵州,城市商业银行,中西,2020,0.8479,,1118669.0,367066.3,,,,,30.29,0.079431,3.2407,,906.340517,2.55,,,5.04,2.6,,47.095319,38.073605,11.161548,6536524.2,6963750.6,1.15,334.36,0.8322,0.8712,0.7237,2.02,0.0,0.0,,2.54,4.03,,,2.3476,23.8772,4.03,1.49,0.9358,0.9806,,,,,,11.63,413.0,317.0,67.4049,30763664.0,,,,,,,,,,,,,,,0.0,,,,,,3326870.6,,,,,,289.0,91.94,
贵州,城市商业银行,中西,2021,0.7718,,1179307.0,370570.5,-5.17,5.42,0.95,5.63,31.09,0.084916,3.6282,,-17.524196,2.29,-7.0,,5.1,2.73,,54.652317,30.511329,11.715308,7873131.8,8633037.4,1.15,426.41,0.7243,1.9745,0.6298,3.12,1.28,1.15,,4.89,3.91,,,1.299,23.6558,4.89,0.98,0.8031,0.9435,,,,,,11.79,429.0,328.0,64.4263,32463157.0,5.524352,4.574352,-4.878549,-0.1327,,,,,,,,,,,0.0,,,,,,-64939.5,,,,,,334.63,112.85,
贵州,城市商业银行,中西,2022,0.7381,,1198219.9,382945.5,5.18,1.6,3.34,0.99,30.68,0.06803,3.0306,,-111.58392,2.22,-9.0,,4.95,2.67,,59.290188,25.435315,12.123983,8045327.5,11013389.6,1.47,351.21,1.873,2.6927,1.2741,4.16,2.29,1.37,,4.35,3.64,,,0.7008,26.291,4.35,0.71,0.822,0.7857,,,,,,11.2,370.0,332.0,66.7718,35641531.0,9.790711,6.450711,3.856529,0.0189,,,,,,,,,,,0.0,,,,,,-427305.6,,,,,,419.41,133.49,
贵州,城市商业银行,中西,2023,0.6579,7.91,1132910.7,365333.6,-13.09,-5.45,-4.6,-9.66,33.5,0.058644,2.9857,,-141.123647,1.77,-42.0,,4.47,2.61,,61.18181,24.609734,11.980308,8225075.5,13150537.9,1.68,287.71,1.9418,2.921,1.1558,4.6,2.57,1.59,,1.37,3.38,,,6.2052,31.4549,3.38,2.01,0.4676,0.6271,,,,,,11.25,375.0,280.0,66.5684,38395729.0,7.727496,12.327496,-0.329117,-0.3544,,,,,,,,,,,0.0,,,,,,-515572.1,,,,,,365.7,106.05,
贵州,城市商业银行,中西,2024,0.6477,,1240492.5,377851.1,4.12,9.5,3.43,18.14,28.55,0.05102,2.4265,,266.724829,1.77,-5.0,,4.22,2.41,,62.073377,23.25102,12.589544,8435345.3,14348019.9,1.72,315.98,1.6671,3.0734,0.9692,4.79,5.07,1.18,,,,,,,,,,0.3344,0.4467,,,,,,12.24,474.0,380.0,63.915,37709040.0,-1.788452,-5.218452,-4.077146,-0.1332,,,,,,,,,,,0.0,,,,,,1007822.7,,,,,,271.91,80.98,
贵州,城市商业银行,中西,2025,0.67,,1257846.6,402102.2,17.94,1.4,6.42,1.02,28.9,0.17394,8.4406,,-119.315562,1.88,8.0,,3.89,2.0,,66.114742,19.549762,12.724348,8785306.5,16137655.1,1.65,329.1,1.5614,3.024,0.9463,4.67,4.9,1.13,,,,,,16.7285,24.9466,,,0.3017,0.3228,,,,,,11.34,384.0,358.0,67.4301,41158025.0,9.146308,2.726308,5.689631,-0.0327,,,,,,,,,,,0.0,314.17,-611.8,71156.1,143491.4,,-479770.5,,,,,,254.99,74.81,
贵阳,城市商业银行,中西,2020,1.0673,15.75,1608140.3,614268.8,,,,,23.84,0.147122,5.4039,,212.033771,2.52,,,5.14,2.7,,53.544759,33.489442,9.772795,10377978.4,8638149.0,1.53,277.3,3.3932,2.4069,2.2178,3.94,0.0,0.0,,,,,37.4208,,45.7029,,,0.7001,0.6455,4.4423,3.5939,3.8994,2558332.7847,0.967,9.3,180.0,238.0,70.4608,41619828.0,,,,,14558334.8,1540379.0,10776658.0,3624294.7,,,,,,,45.499012,,,153678.1,,,1302457.3,1045515.5,-2511349.5,,,,291.25,88.08,
贵阳,城市商业银行,中西,2021,1.0432,13.34,1500411.1,625591.5,-6.38,-6.7,1.84,-11.46,27.46,0.109057,4.4242,,-225.610179,2.26,-32.0,,5.02,2.9,,60.817265,24.91698,10.767181,11234667.9,10643970.4,1.45,271.03,2.9818,3.0759,2.0564,4.53,3.1,0.0,,,,,38.0692,,43.7315,,,0.5179,0.6636,3.9616,4.1912,4.6083,2380184.9475,0.2258,10.62,312.0,346.0,74.5588,45382978.0,9.041724,7.201724,5.99329,-0.1822,15286222.7,1853332.4,10800357.1,3269198.2,,,,,,,45.901948,,,112658.8,,,-1411398.1,394898.1,-279003.4,,,,229.6,89.13,
贵阳,城市商业银行,中西,2022,0.9957,11.82,1564296.6,624620.1,4.31,4.26,-0.16,5.42,26.8,0.064065,2.6457,,-72.600658,2.27,1.0,,4.74,2.61,,60.667978,23.7374,12.058322,10895696.7,12378843.2,1.45,260.86,4.1403,2.8528,2.8554,4.3,0.0,0.0,,,,,40.4625,,41.7946,,,0.3971,0.4341,3.2998,5.4645,5.4645,2007252.7437,0.204,10.95,345.0,366.0,74.169,47913068.0,5.574976,5.734976,-0.554879,-0.1208,16360424.1,1903257.1,9772555.0,3474685.8,,,,,,,43.399849,,,127001.9,,,-453478.3,571868.3,-284562.0,,,,191.91,75.11,
贵阳,城市商业银行,中西,2023,0.8447,9.81,1509612.5,563422.1,-2.73,-3.5,-9.8,-3.84,26.97,0.040866,1.8626,,-10.126245,2.11,-16.0,,4.54,2.57,,62.827557,23.13167,11.019946,10592189.5,14552647.3,1.59,244.5,2.5168,2.8591,1.5829,4.45,1.65,0.0,,,,,42.1365,,37.6224,,,0.3416,0.3535,3.1437,5.8366,5.8366,1879285.8111,0.5109,11.84,434.0,453.0,70.1963,48299866.0,0.807291,10.607291,-5.705069,-0.0555,17669508.4,2968386.9,5596553.9,4462997.1,,,,,,,38.127687,,,110804.6,,,-57053.5,2872752.2,-550739.4,,,,409.92,87.5,
贵阳,城市商业银行,中西,2024,0.7626,8.35,1493090.8,531414.3,-17.22,-1.09,-5.68,-1.04,26.73,0.049487,2.3389,,-49.286272,1.75,-24.0,,4.19,2.46,,66.638108,20.701571,10.280701,10790790.9,17144409.7,1.58,257.07,2.2801,2.9694,1.4431,4.55,2.86,0.0,,,,,43.3722,,33.0617,,,0.366,0.3298,4.1613,5.0,4.8333,2193718.8456,1.7726,12.94,544.0,470.0,68.5449,48370057.0,0.145323,5.825323,-2.412703,0.0244,20241309.1,3326798.0,4843093.6,8662161.3,,,,,,,40.26136,,,223106.5,,,-261914.3,-987311.3,-231372.5,,,,356.99,95.79,
贵阳,城市商业银行,中西,2025,0.7369,7.97,1299890.0,533936.3,-8.73,-12.94,0.47,-16.95,29.81,0.036154,2.0678,,177.370559,1.58,-12.0,,3.67,2.06,,68.541928,18.70782,10.299136,11448867.9,18973173.8,1.59,235.62,2.1384,2.9444,1.3449,4.53,3.12,0.0,,,,,41.4868,,29.9526,,,0.3397,0.3674,4.2013,4.9404,4.9404,2146188.2706,0.451,13.11,561.0,485.0,66.7182,49602408.0,2.547756,2.077756,-2.807837,-0.0263,,,,7945818.9,,,,,13063096.7,8416281.4,0.0,-87374.4,-80.3,290795.3,279890.4,,947045.8,,,,,,406.29,106.57,79.37
郑州,城市商业银行,华北,2020,0.6336,8.37,1460655.5,332087.1,,,,,22.4,0.315798,11.8439,,-336.637858,2.4,,,5.09,2.63,,57.082644,23.436879,9.68301,10202343.3,7734759.8,2.08,160.44,3.0429,2.031,1.4629,4.11,2.24,2.19,0.52,8.19,4.03,,53.4168,4.1134,38.0817,8.19,7.67,1.015,0.6985,11.2164,2.5343,1.6896,3351299.7901,27.1325,8.92,142.0,236.0,74.7768,40963740.0,,,,,8830411.2,940265.8,11361439.3,4646330.8,,,,,,,38.575388,,,262503.3,,,-1117930.9,2461384.7,-1147733.8,,,,353.94,70.41,
郑州,城市商业银行,华北,2021,0.6053,7.17,1480053.9,339795.6,1.71,1.33,2.32,0.42,22.98,0.215935,8.3888,,-1254.255764,2.31,-22.0,,4.94,2.7,,50.360462,27.673429,11.375958,7514358.3,8541234.3,1.85,156.58,2.8891,2.2104,1.5617,4.06,2.15,1.86,0.96,4.99,3.46,,53.6418,5.5462,36.745,4.99,4.03,0.6444,0.729,8.1451,2.1678,,2611909.8813,0.1755,9.49,199.0,450.0,73.2393,42111089.0,2.800889,0.480889,-2.158138,-0.3706,9227217.4,1114750.3,8059891.2,4110972.8,,,,,,,32.004365,,,152282.5,,,-4261905.9,4095562.6,356249.9,,,,339.61,63.72,
郑州,城市商业银行,华北,2022,0.4458,3.53,1510135.0,259994.8,-1.1,2.03,-23.48,1.98,22.99,0.133708,5.2373,,-1205.794,2.27,-6.0,,4.65,2.47,,53.153235,24.944175,10.777516,7483650.0,10466631.3,1.88,165.73,2.9733,2.0118,1.5815,3.89,2.49,1.8,1.65,2.88,3.38,,46.4153,8.6548,41.1701,3.38,1.73,0.446,0.54,5.89,0.0,,1942401.3358,0.3083,9.29,179.0,222.0,73.4866,43468303.0,3.222937,26.702937,0.347365,-0.1984,10188159.8,1436642.7,5961410.5,4444171.0,,,,,,,29.730867,,,114234.4,,,-3135001.7,2751107.8,-707163.0,,,,300.13,72.34,
郑州,城市商业银行,华北,2023,0.3043,3.29,1366729.0,185947.9,-5.57,-9.5,-28.48,-14.41,27.11,0.09179,4.2359,,88.632461,2.08,-18.0,,4.38,2.38,,57.763069,23.733504,8.868313,7187037.9,13663202.6,1.87,174.87,4.1107,2.0473,2.1982,3.92,1.72,2.09,1.17,1.08,2.44,,39.8852,14.6611,41.7162,2.44,1.36,0.4187,0.453,10.3278,0.0,,1827510.363,0.3908,8.9,140.0,188.0,72.1968,45535222.0,4.755003,33.235003,-1.871355,-0.0273,11818583.6,1286488.9,5554312.2,4072399.6,,,,,,,29.584756,,,106397.8,,,164810.2,-403166.4,388608.7,,,,265.83,59.1,
郑州,城市商业银行,华北,2024,0.2851,3.21,1287720.0,186347.0,-12.03,-5.78,0.21,-8.35,28.95,0.069824,3.6674,,470.378165,1.72,-37.0,,3.87,2.24,,67.859506,18.309158,7.266041,8573191.9,18878550.1,1.79,182.99,5.0395,2.0218,2.8154,3.81,1.56,2.05,1.04,0.77,2.25,,35.0881,18.8464,42.1555,2.25,1.48,0.4252,0.3598,14.2106,0.0,,1909339.1852,3.7377,8.76,126.0,156.0,73.7697,49895279.0,9.575131,9.365131,2.336328,0.0065,14302434.6,1503216.7,4361249.2,3248494.7,,,,,,,29.816583,,,183380.8,,,876535.6,-1196046.9,509614.3,,,,305.04,83.07,
郑州,城市商业银行,华北,2025,0.2689,3.16,1292114.5,190889.6,4.0,0.34,2.44,2.03,27.67,0.054646,3.1452,,1144.84545,1.61,-9.0,,3.51,1.97,,75.870982,14.458175,6.582069,10997210.8,24136739.9,1.71,185.81,4.3056,2.0168,2.5179,3.73,1.83,1.87,1.28,0.69,2.81,2.76,33.8914,21.3655,41.3873,2.81,2.12,0.3836,0.4194,9.184,0.0,1.0363,1754773.6321,0.8402,8.45,95.0,121.0,69.2868,51526793.0,3.269876,0.829876,-6.681709,-0.0416,18163930.5,2221194.9,3106056.1,,,,,,,,31.587997,-37840.3,-3375.5,192337.9,165064.5,,2185390.9,,,,,,226.73,94.27,
重庆,城市商业银行,中西,2020,0.8591,12.2,1304835.1,456569.5,,,,,20.64,0.184646,7.9477,,705.501857,2.27,,,5.17,2.99,,67.460854,23.844745,5.13905,10436809.3,10581458.2,1.27,309.13,2.3717,2.9555,1.8675,4.23,0.99,1.58,0.29,0.96,2.29,,36.8091,32.4956,20.6599,2.29,2.0,,,,,,,,8.39,89.0,204.0,76.2075,42801286.0,,,,,8765318.0,590444.5,7318840.6,3120421.0,,,,,,,29.689056,,,144012.5,,,3221106.3,-2168098.5,-871459.8,,,,205.09,83.52,
重庆,城市商业银行,中西,2021,0.8231,10.99,1451523.0,485902.5,2.21,11.24,6.42,10.14,21.44,0.124213,5.2967,,104.654926,2.06,-25.0,,4.87,2.94,,69.095569,21.226986,5.142038,10891485.1,12268399.8,1.3,274.01,2.6748,3.12,2.0575,4.42,0.9,1.72,0.27,0.81,2.23,,42.0656,19.7453,22.1152,2.23,1.96,0.7379,0.9403,6.724,,4.191,3092309.7517,1.4317,9.36,186.0,249.0,74.5928,46169467.0,7.869345,1.449345,-2.335071,,13824959.1,303239.9,6139584.9,2458056.6,,,,,,,32.745238,,,167069.4,,,508520.9,-1584148.1,1627373.6,,,,172.87,86.36,
重庆,城市商业银行,中西,2022,0.7849,10.2,1346540.5,511652.5,-6.44,-7.23,5.3,-11.93,25.25,0.111191,5.6541,,103.81376,1.74,-34.0,,4.44,2.85,,74.350275,16.038434,5.237958,13290663.3,14747070.3,1.38,211.19,2.9728,3.1997,2.1542,4.58,1.3,1.73,0.52,1.49,2.46,,43.9777,11.0974,23.6677,2.46,1.94,0.5233,0.6321,4.8712,5.5014,5.7521,2355735.7897,0.2952,9.52,202.0,222.0,70.0754,47981528.0,3.924804,-1.375196,-6.699408,-0.2146,18192215.6,505383.1,4615255.5,2873604.8,,,,,,,34.047651,,,184367.3,,,531165.7,-1289285.8,994460.1,,,,242.19,128.95,
重庆,城市商业银行,中西,2023,0.7239,10.14,1321147.3,522895.5,-6.15,-1.89,2.2,-4.69,27.23,0.054145,3.1142,,85.090654,1.52,-20.0,,4.13,2.74,,76.306593,15.777636,5.091974,12971841.2,18027865.3,1.34,234.18,1.9537,3.365,1.458,4.7,1.98,1.33,0.77,1.31,4.42,,42.4665,10.2947,23.7263,4.42,3.65,0.5076,0.6012,4.9385,5.6033,5.6753,2418293.9117,0.4496,9.78,228.0,287.0,68.6136,52138364.0,8.663409,6.463409,-2.315111,-0.0157,22680778.2,430347.4,3950252.7,2709056.6,,,,,,,35.612518,,,201057.9,,,444935.2,-2097710.2,1631963.6,,,,277.49,154.89,
重庆,城市商业银行,中西,2024,0.6831,9.29,1367930.3,552103.1,1.89,3.54,5.59,1.95,28.41,0.103614,6.4886,,-375.779198,1.35,-17.0,,3.8,2.58,,77.664003,11.688277,5.136591,13212776.6,22588009.9,1.25,245.08,1.7345,2.6393,1.3876,3.89,2.71,0.9,1.49,1.05,5.7,,40.2413,15.0782,22.1887,5.7,4.65,0.6161,0.5295,6.3378,4.2564,4.3965,3224399.3768,0.6231,9.88,238.0,396.0,64.1563,54958981.0,5.409869,-0.180131,-7.323389,0.1085,27821865.0,2475274.4,2477466.8,6468069.3,,,,,,,38.259404,,,236246.1,,,-2074688.6,-1450002.1,3220827.0,,,,553.64,212.07,
重庆,城市商业银行,中西,2025,0.6459,9.5,1511345.6,610506.4,18.02,10.48,10.58,11.31,27.9,0.057823,3.955,,809.747334,1.39,13.0,,3.53,2.18,,77.311767,12.743826,4.78164,14545976.9,28036706.3,1.14,245.58,1.3619,1.9449,1.1946,3.08,3.23,0.71,,,,,37.4039,41.1096,21.4865,,,0.6837,0.7038,6.7577,3.7673,3.8227,3762979.1051,0.3582,8.53,103.0,205.0,64.2512,66418163.0,20.850427,10.270427,0.178562,0.0676,34293258.6,2510452.1,1664665.3,6056410.2,,,,,24523562.5,9735466.0,37.213331,-83048.2,1464.9,275847.2,205631.1,,4943559.3,,,,,,586.54,213.83,93.92
